Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Mar 25 2015,8:00 pm,Los Angeles Lakers,101,Minnesota Timberwolves,99,Box Score,OT,13438,
Wed Mar 25 2015,8:00 pm,Houston Rockets,95,New Orleans Pelicans,93,Box Score,,17077,
Wed Mar 25 2015,7:00 pm,Los Angeles Clippers,111,New York Knicks,80,Box Score,,19812,
Wed Mar 25 2015,7:00 pm,Atlanta Hawks,95,Orlando Magic,83,Box Score,,17224,
Wed Mar 25 2015,10:00 pm,Sacramento Kings,108,Phoenix Suns,99,Box Score,,17589,
Wed Mar 25 2015,9:30 pm,Oklahoma City Thunder,91,San Antonio Spurs,130,Box Score,,18581,
Wed Mar 25 2015,7:00 pm,Chicago Bulls,116,Toronto Raptors,103,Box Score,,19800,
Wed Mar 25 2015,9:00 pm,Portland Trail Blazers,92,Utah Jazz,89,Box Score,,19911,
Wed Mar 25 2015,7:00 pm,Indiana Pacers,103,Washington Wizards,101,Box Score,,18514,
Thu Mar 26 2015,8:00 pm,Indiana Pacers,107,Milwaukee Bucks,111,Box Score,,15366,
Fri Mar 27 2015,7:30 pm,Miami Heat,86,Atlanta Hawks,99,Box Score,,19233,
Fri Mar 27 2015,7:30 pm,Cleveland Cavaliers,98,Brooklyn Nets,106,Box Score,,17732,
Fri Mar 27 2015,9:00 pm,Utah Jazz,91,Denver Nuggets,107,Box Score,,15312,
Fri Mar 27 2015,8:00 pm,Minnesota Timberwolves,110,Houston Rockets,120,Box Score,,18322,
Fri Mar 27 2015,8:00 pm,Golden State Warriors,107,Memphis Grizzlies,84,Box Score,,18119,
Fri Mar 27 2015,8:00 pm,Sacramento Kings,88,New Orleans Pelicans,102,Box Score,,17669,
Fri Mar 27 2015,7:30 pm,Boston Celtics,96,New York Knicks,92,Box Score,,19812,
Fri Mar 27 2015,7:00 pm,Detroit Pistons,111,Orlando Magic,97,Box Score,,16427,
Fri Mar 27 2015,7:00 pm,Los Angeles Clippers,119,Philadelphia 76ers,98,Box Score,,16070,
Fri Mar 27 2015,10:00 pm,Portland Trail Blazers,87,Phoenix Suns,81,Box Score,,17219,
Fri Mar 27 2015,8:30 pm,Dallas Mavericks,76,San Antonio Spurs,94,Box Score,,18581,
Fri Mar 27 2015,7:30 pm,Los Angeles Lakers,83,Toronto Raptors,94,Box Score,,19800,
Fri Mar 27 2015,7:00 pm,Charlotte Hornets,107,Washington Wizards,110,Box Score,2OT,18441,
Sat Mar 28 2015,8:00 pm,New York Knicks,80,Chicago Bulls,111,Box Score,,22152,
Sat Mar 28 2015,7:00 pm,Atlanta Hawks,100,Charlotte Hornets,115,Box Score,,19122,
Sat Mar 28 2015,8:30 pm,Golden State Warriors,108,Milwaukee Bucks,95,Box Score,,18717,
Sat Mar 28 2015,10:00 pm,Denver Nuggets,114,Portland Trail Blazers,120,Box Score,,19769,
Sat Mar 28 2015,9:00 pm,Oklahoma City Thunder,89,Utah Jazz,94,Box Score,,19911,
Sun Mar 29 2015,6:00 pm,Los Angeles Clippers,119,Boston Celtics,106,Box Score,,18624,
Sun Mar 29 2015,3:30 pm,Los Angeles Lakers,99,Brooklyn Nets,107,Box Score,,17732,
Sun Mar 29 2015,4:30 pm,Philadelphia 76ers,86,Cleveland Cavaliers,87,Box Score,,20562,
Sun Mar 29 2015,7:00 pm,Dallas Mavericks,99,Indiana Pacers,104,Box Score,,17358,
Sun Mar 29 2015,6:00 pm,Detroit Pistons,102,Miami Heat,109,Box Score,,19685,
Sun Mar 29 2015,4:00 pm,Minnesota Timberwolves,88,New Orleans Pelicans,110,Box Score,,17576,
Sun Mar 29 2015,9:00 pm,Oklahoma City Thunder,109,Phoenix Suns,97,Box Score,,17538,
Sun Mar 29 2015,7:00 pm,Memphis Grizzlies,89,San Antonio Spurs,103,Box Score,,18581,
Sun Mar 29 2015,12:30 pm,Houston Rockets,99,Washington Wizards,91,Box Score,,20356,
Mon Mar 30 2015,7:30 pm,Milwaukee Bucks,88,Atlanta Hawks,101,Box Score,,18453,
Mon Mar 30 2015,7:00 pm,Boston Celtics,116,Charlotte Hornets,104,Box Score,,15140,
Mon Mar 30 2015,8:00 pm,Sacramento Kings,83,Memphis Grizzlies,97,Box Score,,17218,
Mon Mar 30 2015,8:00 pm,Utah Jazz,104,Minnesota Timberwolves,84,Box Score,,12229,
Mon Mar 30 2015,7:00 pm,Los Angeles Lakers,113,Philadelphia 76ers,111,Box Score,OT,13501,
Mon Mar 30 2015,10:00 pm,Phoenix Suns,86,Portland Trail Blazers,109,Box Score,,19441,
Mon Mar 30 2015,7:30 pm,Houston Rockets,96,Toronto Raptors,99,Box Score,,19800,
Tue Mar 31 2015,7:30 pm,Indiana Pacers,106,Brooklyn Nets,111,Box Score,,16756,
Tue Mar 31 2015,7:30 pm,Atlanta Hawks,95,Detroit Pistons,105,Box Score,,14242,
Tue Mar 31 2015,10:30 pm,Golden State Warriors,110,Los Angeles Clippers,106,Box Score,,19601,
Tue Mar 31 2015,8:00 pm,San Antonio Spurs,95,Miami Heat,81,Box Score,,20047,
Wed Apr 1 2015,7:30 pm,Indiana Pacers,87,Boston Celtics,100,Box Score,,18624,
Wed Apr 1 2015,7:00 pm,Detroit Pistons,78,Charlotte Hornets,102,Box Score,,15372,
Wed Apr 1 2015,8:00 pm,Sacramento Kings,111,Houston Rockets,115,Box Score,,18312,
Wed Apr 1 2015,10:30 pm,New Orleans Pelicans,113,Los Angeles Lakers,92,Box Score,,17165,
Wed Apr 1 2015,8:00 pm,Chicago Bulls,91,Milwaukee Bucks,95,Box Score,,15215,
Wed Apr 1 2015,8:00 pm,Toronto Raptors,113,Minnesota Timberwolves,99,Box Score,,12699,
Wed Apr 1 2015,7:30 pm,Brooklyn Nets,100,New York Knicks,98,Box Score,,19812,
Wed Apr 1 2015,8:00 pm,Dallas Mavericks,135,Oklahoma City Thunder,131,Box Score,,18203,
Wed Apr 1 2015,7:00 pm,San Antonio Spurs,103,Orlando Magic,91,Box Score,,17229,
Wed Apr 1 2015,10:00 pm,Los Angeles Clippers,126,Portland Trail Blazers,122,Box Score,,19639,
Wed Apr 1 2015,9:00 pm,Denver Nuggets,84,Utah Jazz,98,Box Score,,18275,
Wed Apr 1 2015,7:00 pm,Philadelphia 76ers,93,Washington Wizards,106,Box Score,,17501,
Thu Apr 2 2015,8:00 pm,Miami Heat,88,Cleveland Cavaliers,114,Box Score,,20562,
Thu Apr 2 2015,8:30 pm,Houston Rockets,108,Dallas Mavericks,101,Box Score,,20062,
Thu Apr 2 2015,10:30 pm,Phoenix Suns,106,Golden State Warriors,107,Box Score,,19596,
Fri Apr 3 2015,7:30 pm,Milwaukee Bucks,110,Boston Celtics,101,Box Score,,18624,
Fri Apr 3 2015,7:30 pm,Toronto Raptors,109,Brooklyn Nets,114,Box Score,,17732,
Fri Apr 3 2015,8:00 pm,Detroit Pistons,82,Chicago Bulls,88,Box Score,,22058,
Fri Apr 3 2015,7:00 pm,Charlotte Hornets,74,Indiana Pacers,93,Box Score,,18165,
Fri Apr 3 2015,10:30 pm,Portland Trail Blazers,107,Los Angeles Lakers,77,Box Score,,18997,
Fri Apr 3 2015,8:00 pm,Oklahoma City Thunder,92,Memphis Grizzlies,100,Box Score,,18119,
Fri Apr 3 2015,8:00 pm,Orlando Magic,97,Minnesota Timberwolves,84,Box Score,,18334,
Fri Apr 3 2015,10:00 pm,New Orleans Pelicans,101,Sacramento Kings,95,Box Score,,17021,
Fri Apr 3 2015,8:30 pm,Denver Nuggets,93,San Antonio Spurs,123,Box Score,,18581,
Fri Apr 3 2015,7:00 pm,New York Knicks,87,Washington Wizards,101,Box Score,,19389,
Sat Apr 4 2015,7:30 pm,Brooklyn Nets,99,Atlanta Hawks,131,Box Score,,18769,
Sat Apr 4 2015,7:00 pm,Philadelphia 76ers,91,Charlotte Hornets,92,Box Score,,17286,
Sat Apr 4 2015,8:30 pm,Golden State Warriors,123,Dallas Mavericks,110,Box Score,,20407,
Sat Apr 4 2015,9:00 pm,Los Angeles Clippers,107,Denver Nuggets,92,Box Score,,15566,
Sat Apr 4 2015,7:30 pm,Miami Heat,98,Detroit Pistons,99,Box Score,,16133,
Sat Apr 4 2015,8:00 pm,Washington Wizards,92,Memphis Grizzlies,83,Box Score,,18119,
Sat Apr 4 2015,8:30 pm,Orlando Magic,97,Milwaukee Bucks,90,Box Score,,14090,
Sat Apr 4 2015,10:00 pm,Utah Jazz,85,Phoenix Suns,87,Box Score,,18055,
Sat Apr 4 2015,10:00 pm,New Orleans Pelicans,90,Portland Trail Blazers,99,Box Score,,19781,
Sat Apr 4 2015,7:30 pm,Boston Celtics,117,Toronto Raptors,116,Box Score,OT,19800,
Sun Apr 5 2015,3:30 pm,Chicago Bulls,94,Cleveland Cavaliers,99,Box Score,,20562,
Sun Apr 5 2015,6:00 pm,Miami Heat,89,Indiana Pacers,112,Box Score,,18165,
Sun Apr 5 2015,9:30 pm,Los Angeles Clippers,106,Los Angeles Lakers,78,Box Score,,18997,
Sun Apr 5 2015,7:30 pm,Philadelphia 76ers,91,New York Knicks,101,Box Score,,19812,
Sun Apr 5 2015,1:00 pm,Houston Rockets,115,Oklahoma City Thunder,112,Box Score,,18203,
Sun Apr 5 2015,9:00 pm,Utah Jazz,101,Sacramento Kings,95,Box Score,,16716,
Sun Apr 5 2015,7:00 pm,Golden State Warriors,92,San Antonio Spurs,107,Box Score,,18581,
Mon Apr 6 2015,7:00 pm,Portland Trail Blazers,96,Brooklyn Nets,106,Box Score,,17416,
Tue Apr 7 2015,7:30 pm,Phoenix Suns,69,Atlanta Hawks,96,Box Score,,18650,
Tue Apr 7 2015,10:30 pm,Los Angeles Lakers,100,Los Angeles Clippers,105,Box Score,,19438,
Tue Apr 7 2015,7:30 pm,Charlotte Hornets,100,Miami Heat,105,Box Score,,19694,
Tue Apr 7 2015,8:00 pm,Golden State Warriors,100,New Orleans Pelicans,103,Box Score,,18097,
Tue Apr 7 2015,8:00 pm,San Antonio Spurs,113,Oklahoma City Thunder,88,Box Score,,18203,
Tue Apr 7 2015,10:00 pm,Minnesota Timberwolves,111,Sacramento Kings,116,Box Score,,16770,
Wed Apr 8 2015,7:30 pm,Atlanta Hawks,114,Brooklyn Nets,111,Box Score,,17732,
Wed Apr 8 2015,7:00 pm,Toronto Raptors,92,Charlotte Hornets,74,Box Score,,15593,
Wed Apr 8 2015,9:30 pm,Phoenix Suns,104,Dallas Mavericks,107,Box Score,,20262,
Wed Apr 8 2015,9:00 pm,Los Angeles Lakers,101,Denver Nuggets,119,Box Score,,13338,
Wed Apr 8 2015,7:00 pm,Boston Celtics,113,Detroit Pistons,103,Box Score,,14284,
Wed Apr 8 2015,8:00 pm,New Orleans Pelicans,74,Memphis Grizzlies,110,Box Score,,17518,
Wed Apr 8 2015,8:00 pm,Cleveland Cavaliers,104,Milwaukee Bucks,99,Box Score,,14629,
Wed Apr 8 2015,7:30 pm,Indiana Pacers,102,New York Knicks,86,Box Score,,19812,
Wed Apr 8 2015,7:00 pm,Chicago Bulls,103,Orlando Magic,105,Box Score,,18249,
Wed Apr 8 2015,7:00 pm,Washington Wizards,119,Philadelphia 76ers,90,Box Score,,12611,
Wed Apr 8 2015,10:00 pm,Minnesota Timberwolves,91,Portland Trail Blazers,116,Box Score,,19499,
Wed Apr 8 2015,8:30 pm,Houston Rockets,98,San Antonio Spurs,110,Box Score,,18581,
Wed Apr 8 2015,9:00 pm,Sacramento Kings,91,Utah Jazz,103,Box Score,,18351,
Thu Apr 9 2015,10:30 pm,Portland Trail Blazers,105,Golden State Warriors,116,Box Score,,19596,
Thu Apr 9 2015,8:00 pm,Chicago Bulls,89,Miami Heat,78,Box Score,,19641,
Fri Apr 10 2015,7:30 pm,Charlotte Hornets,80,Atlanta Hawks,104,Box Score,,18462,
Fri Apr 10 2015,7:30 pm,Washington Wizards,80,Brooklyn Nets,117,Box Score,,17732,
Fri Apr 10 2015,7:30 pm,Boston Celtics,99,Cleveland Cavaliers,90,Box Score,,20562,
Fri Apr 10 2015,9:00 pm,Dallas Mavericks,144,Denver Nuggets,143,Box Score,2OT,14041,
Fri Apr 10 2015,7:30 pm,Indiana Pacers,107,Detroit Pistons,103,Box Score,,18561,
Fri Apr 10 2015,8:00 pm,San Antonio Spurs,104,Houston Rockets,103,Box Score,,18457,
Fri Apr 10 2015,10:30 pm,Minnesota Timberwolves,98,Los Angeles Lakers,106,Box Score,,17880,
Fri Apr 10 2015,8:00 pm,Phoenix Suns,75,New Orleans Pelicans,90,Box Score,,17954,
Fri Apr 10 2015,7:30 pm,Milwaukee Bucks,99,New York Knicks,91,Box Score,,19812,
Fri Apr 10 2015,8:00 pm,Sacramento Kings,103,Oklahoma City Thunder,116,Box Score,,18203,
Fri Apr 10 2015,7:00 pm,Toronto Raptors,101,Orlando Magic,99,Box Score,,16227,
Fri Apr 10 2015,9:00 pm,Memphis Grizzlies,89,Utah Jazz,88,Box Score,,18873,
Sat Apr 11 2015,8:00 pm,Philadelphia 76ers,107,Chicago Bulls,114,Box Score,,22273,
Sat Apr 11 2015,10:30 pm,Minnesota Timberwolves,101,Golden State Warriors,110,Box Score,,19596,
Sat Apr 11 2015,10:00 pm,Memphis Grizzlies,86,Los Angeles Clippers,94,Box Score,,19401,
Sat Apr 11 2015,7:30 pm,Toronto Raptors,107,Miami Heat,104,Box Score,,19689,
Sat Apr 11 2015,7:00 pm,New York Knicks,80,Orlando Magic,79,Box Score,,17207,
Sat Apr 11 2015,10:00 pm,Utah Jazz,111,Portland Trail Blazers,105,Box Score,,19908,
Sun Apr 12 2015,3:00 pm,Cleveland Cavaliers,78,Boston Celtics,117,Box Score,,18624,
Sun Apr 12 2015,5:00 pm,Sacramento Kings,111,Denver Nuggets,122,Box Score,,14004,
Sun Apr 12 2015,3:30 pm,Charlotte Hornets,77,Detroit Pistons,116,Box Score,,17297,
Sun Apr 12 2015,7:00 pm,New Orleans Pelicans,114,Houston Rockets,121,Box Score,,18318,
Sun Apr 12 2015,6:00 pm,Oklahoma City Thunder,104,Indiana Pacers,116,Box Score,,18165,
Sun Apr 12 2015,9:30 pm,Dallas Mavericks,120,Los Angeles Lakers,106,Box Score,,18071,
Sun Apr 12 2015,3:00 pm,Brooklyn Nets,73,Milwaukee Bucks,96,Box Score,,16504,
Sun Apr 12 2015,7:00 pm,Phoenix Suns,91,San Antonio Spurs,107,Box Score,,18581,
Sun Apr 12 2015,6:00 pm,Atlanta Hawks,99,Washington Wizards,108,Box Score,,19041,
Mon Apr 13 2015,7:30 pm,New York Knicks,112,Atlanta Hawks,108,Box Score,,18265,
Mon Apr 13 2015,7:30 pm,Chicago Bulls,113,Brooklyn Nets,86,Box Score,,17732,
Mon Apr 13 2015,7:00 pm,Houston Rockets,100,Charlotte Hornets,90,Box Score,,15797,
Mon Apr 13 2015,7:00 pm,Detroit Pistons,97,Cleveland Cavaliers,109,Box Score,,20562,
Mon Apr 13 2015,10:30 pm,Memphis Grizzlies,107,Golden State Warriors,111,Box Score,,19596,
Mon Apr 13 2015,10:30 pm,Denver Nuggets,103,Los Angeles Clippers,110,Box Score,,19060,
Mon Apr 13 2015,7:30 pm,Orlando Magic,93,Miami Heat,100,Box Score,,19600,
Mon Apr 13 2015,8:00 pm,New Orleans Pelicans,100,Minnesota Timberwolves,88,Box Score,,13009,
Mon Apr 13 2015,8:00 pm,Portland Trail Blazers,90,Oklahoma City Thunder,101,Box Score,,18203,
Mon Apr 13 2015,7:00 pm,Milwaukee Bucks,107,Philadelphia 76ers,97,Box Score,,10598,
Mon Apr 13 2015,10:00 pm,Los Angeles Lakers,92,Sacramento Kings,102,Box Score,,17317,
Mon Apr 13 2015,9:00 pm,Dallas Mavericks,92,Utah Jazz,109,Box Score,,19911,
Tue Apr 14 2015,7:30 pm,Toronto Raptors,93,Boston Celtics,95,Box Score,,18624,
Tue Apr 14 2015,8:00 pm,Washington Wizards,95,Indiana Pacers,99,Box Score,2OT,18165,
Tue Apr 14 2015,10:30 pm,Los Angeles Clippers,112,Phoenix Suns,101,Box Score,,18055,
Wed Apr 15 2015,8:00 pm,Orlando Magic,88,Brooklyn Nets,101,Box Score,,17098,
Wed Apr 15 2015,8:00 pm,Atlanta Hawks,85,Chicago Bulls,91,Box Score,,22172,
Wed Apr 15 2015,8:00 pm,Washington Wizards,108,Cleveland Cavaliers,113,Box Score,OT,20562,
Wed Apr 15 2015,8:00 pm,Portland Trail Blazers,98,Dallas Mavericks,114,Box Score,,20352,
Wed Apr 15 2015,10:30 pm,Denver Nuggets,126,Golden State Warriors,133,Box Score,,19596,
Wed Apr 15 2015,8:00 pm,Utah Jazz,91,Houston Rockets,117,Box Score,,18320,
Wed Apr 15 2015,10:30 pm,Sacramento Kings,122,Los Angeles Lakers,99,Box Score,,18997,
Wed Apr 15 2015,9:30 pm,Indiana Pacers,83,Memphis Grizzlies,95,Box Score,,17109,
Wed Apr 15 2015,8:00 pm,Boston Celtics,105,Milwaukee Bucks,100,Box Score,,,
Wed Apr 15 2015,8:00 pm,Oklahoma City Thunder,138,Minnesota Timberwolves,113,Box Score,,18250,
Wed Apr 15 2015,8:00 pm,San Antonio Spurs,103,New Orleans Pelicans,108,Box Score,,18524,
Wed Apr 15 2015,8:00 pm,Detroit Pistons,112,New York Knicks,90,Box Score,,19812,
Wed Apr 15 2015,8:00 pm,Miami Heat,105,Philadelphia 76ers,101,Box Score,,14476,
Wed Apr 15 2015,7:00 pm,Charlotte Hornets,87,Toronto Raptors,92,Box Score,,19800,
