Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Tue Dec 3 2013,7:30 pm,Denver Nuggets,111,Brooklyn Nets,87,Box Score,,17732,
Tue Dec 3 2013,8:30 pm,Charlotte Bobcats,82,Dallas Mavericks,89,Box Score,,19612,
Tue Dec 3 2013,10:30 pm,Toronto Raptors,103,Golden State Warriors,112,Box Score,,19596,
Tue Dec 3 2013,8:00 pm,Phoenix Suns,91,Memphis Grizzlies,110,Box Score,,15069,
Tue Dec 3 2013,7:30 pm,Detroit Pistons,107,Miami Heat,97,Box Score,,19741,
Tue Dec 3 2013,7:00 pm,Orlando Magic,125,Philadelphia 76ers,126,Box Score,2OT,10061,
Tue Dec 3 2013,10:00 pm,Oklahoma City Thunder,97,Sacramento Kings,95,Box Score,,15089,
Wed Dec 4 2013,7:30 pm,Los Angeles Clippers,97,Atlanta Hawks,107,Box Score,,12020,
Wed Dec 4 2013,7:00 pm,Denver Nuggets,88,Cleveland Cavaliers,98,Box Score,,14642,
Wed Dec 4 2013,8:00 pm,Phoenix Suns,97,Houston Rockets,88,Box Score,,18151,
Wed Dec 4 2013,8:00 pm,Detroit Pistons,105,Milwaukee Bucks,98,Box Score,,12835,
Wed Dec 4 2013,8:00 pm,Dallas Mavericks,100,New Orleans Pelicans,97,Box Score,,14524,
Wed Dec 4 2013,10:00 pm,Oklahoma City Thunder,104,Portland Trail Blazers,111,Box Score,,18950,
Wed Dec 4 2013,9:00 pm,Indiana Pacers,95,Utah Jazz,86,Box Score,,15519,
Thu Dec 5 2013,7:00 pm,New York Knicks,113,Brooklyn Nets,83,Box Score,,17732,
Thu Dec 5 2013,9:30 pm,Miami Heat,87,Chicago Bulls,107,Box Score,,22125,
Thu Dec 5 2013,8:00 pm,Los Angeles Clippers,101,Memphis Grizzlies,81,Box Score,,15112,
Fri Dec 6 2013,7:30 pm,Cleveland Cavaliers,89,Atlanta Hawks,108,Box Score,,13282,
Fri Dec 6 2013,7:30 pm,Denver Nuggets,98,Boston Celtics,106,Box Score,,17263,
Fri Dec 6 2013,7:00 pm,Philadelphia 76ers,88,Charlotte Bobcats,105,Box Score,,14088,
Fri Dec 6 2013,8:00 pm,Golden State Warriors,83,Houston Rockets,105,Box Score,,18145,
Fri Dec 6 2013,8:00 pm,Oklahoma City Thunder,109,New Orleans Pelicans,95,Box Score,,17694,
Fri Dec 6 2013,7:30 pm,Orlando Magic,83,New York Knicks,121,Box Score,,19812,
Fri Dec 6 2013,9:00 pm,Toronto Raptors,97,Phoenix Suns,106,Box Score,,12672,
Fri Dec 6 2013,10:00 pm,Utah Jazz,98,Portland Trail Blazers,130,Box Score,,19833,
Fri Dec 6 2013,10:00 pm,Los Angeles Lakers,106,Sacramento Kings,100,Box Score,,17317,
Fri Dec 6 2013,7:00 pm,Milwaukee Bucks,109,Washington Wizards,105,Box Score,OT,18194,
Sat Dec 7 2013,8:00 pm,Detroit Pistons,92,Chicago Bulls,75,Box Score,,21737,
Sat Dec 7 2013,7:30 pm,Los Angeles Clippers,82,Cleveland Cavaliers,88,Box Score,,16216,
Sat Dec 7 2013,8:00 pm,Golden State Warriors,108,Memphis Grizzlies,82,Box Score,,15088,
Sat Dec 7 2013,8:30 pm,Brooklyn Nets,90,Milwaukee Bucks,82,Box Score,,14963,
Sat Dec 7 2013,8:00 pm,Miami Heat,103,Minnesota Timberwolves,82,Box Score,,19888,
Sat Dec 7 2013,7:00 pm,Denver Nuggets,103,Philadelphia 76ers,92,Box Score,,13113,
Sat Dec 7 2013,10:00 pm,Dallas Mavericks,108,Portland Trail Blazers,106,Box Score,,20142,
Sat Dec 7 2013,8:30 pm,Indiana Pacers,111,San Antonio Spurs,100,Box Score,,18581,
Sat Dec 7 2013,9:00 pm,Sacramento Kings,112,Utah Jazz,102,Box Score,OT,16500,
Sun Dec 8 2013,6:00 pm,Miami Heat,110,Detroit Pistons,95,Box Score,,18034,
Sun Dec 8 2013,7:00 pm,Orlando Magic,88,Houston Rockets,98,Box Score,,16407,
Sun Dec 8 2013,9:30 pm,Toronto Raptors,106,Los Angeles Lakers,94,Box Score,,18997,
Sun Dec 8 2013,12:00 am,Boston Celtics,114,New York Knicks,73,Box Score,,19812,
Sun Dec 8 2013,7:00 pm,Indiana Pacers,94,Oklahoma City Thunder,118,Box Score,,18203,
Mon Dec 9 2013,7:00 pm,Golden State Warriors,111,Charlotte Bobcats,115,Box Score,,13129,
Mon Dec 9 2013,8:00 pm,Orlando Magic,85,Memphis Grizzlies,94,Box Score,,13511,
Mon Dec 9 2013,7:00 pm,Los Angeles Clippers,94,Philadelphia 76ers,83,Box Score,,12355,
Mon Dec 9 2013,10:00 pm,Dallas Mavericks,97,Sacramento Kings,112,Box Score,,15329,
Mon Dec 9 2013,9:00 pm,Portland Trail Blazers,105,Utah Jazz,94,Box Score,,17555,
Mon Dec 9 2013,7:00 pm,Denver Nuggets,75,Washington Wizards,74,Box Score,,13293,
Tue Dec 10 2013,7:30 pm,Oklahoma City Thunder,101,Atlanta Hawks,92,Box Score,,12503,
Tue Dec 10 2013,7:30 pm,Boston Celtics,96,Brooklyn Nets,104,Box Score,,15738,
Tue Dec 10 2013,8:00 pm,Milwaukee Bucks,78,Chicago Bulls,74,Box Score,,21303,
Tue Dec 10 2013,7:00 pm,New York Knicks,94,Cleveland Cavaliers,109,Box Score,,14580,
Tue Dec 10 2013,7:30 pm,Minnesota Timberwolves,121,Detroit Pistons,94,Box Score,,11251,
Tue Dec 10 2013,7:00 pm,Miami Heat,84,Indiana Pacers,90,Box Score,,18165,
Tue Dec 10 2013,10:30 pm,Phoenix Suns,114,Los Angeles Lakers,108,Box Score,,18997,
Tue Dec 10 2013,7:00 pm,San Antonio Spurs,116,Toronto Raptors,103,Box Score,,17702,
Wed Dec 11 2013,7:30 pm,Los Angeles Clippers,96,Boston Celtics,88,Box Score,,17587,
Wed Dec 11 2013,7:00 pm,Orlando Magic,92,Charlotte Bobcats,83,Box Score,,11377,
Wed Dec 11 2013,10:30 pm,Dallas Mavericks,93,Golden State Warriors,95,Box Score,,19596,
Wed Dec 11 2013,8:00 pm,Oklahoma City Thunder,116,Memphis Grizzlies,100,Box Score,,16345,
Wed Dec 11 2013,8:00 pm,San Antonio Spurs,109,Milwaukee Bucks,77,Box Score,,11087,
Wed Dec 11 2013,8:00 pm,Philadelphia 76ers,99,Minnesota Timberwolves,106,Box Score,,13450,
Wed Dec 11 2013,8:00 pm,Detroit Pistons,106,New Orleans Pelicans,111,Box Score,OT,14517,
Wed Dec 11 2013,8:00 pm,Chicago Bulls,78,New York Knicks,83,Box Score,,19812,
Wed Dec 11 2013,10:00 pm,Utah Jazz,122,Sacramento Kings,101,Box Score,,15198,
Thu Dec 12 2013,8:00 pm,Los Angeles Clippers,93,Brooklyn Nets,102,Box Score,,15563,
Thu Dec 12 2013,10:30 pm,Houston Rockets,104,Portland Trail Blazers,111,Box Score,,19997,
Fri Dec 13 2013,7:30 pm,Washington Wizards,99,Atlanta Hawks,101,Box Score,OT,11251,
Fri Dec 13 2013,7:30 pm,New York Knicks,86,Boston Celtics,90,Box Score,,17479,
Fri Dec 13 2013,9:00 pm,Utah Jazz,103,Denver Nuggets,93,Box Score,,15616,
Fri Dec 13 2013,7:30 pm,Brooklyn Nets,99,Detroit Pistons,103,Box Score,,15159,
Fri Dec 13 2013,10:30 pm,Houston Rockets,116,Golden State Warriors,112,Box Score,,19596,
Fri Dec 13 2013,7:00 pm,Charlotte Bobcats,94,Indiana Pacers,99,Box Score,,18165,
Fri Dec 13 2013,8:30 pm,Chicago Bulls,91,Milwaukee Bucks,90,Box Score,,15219,
Fri Dec 13 2013,8:00 pm,Memphis Grizzlies,98,New Orleans Pelicans,104,Box Score,,15516,
Fri Dec 13 2013,8:00 pm,Los Angeles Lakers,97,Oklahoma City Thunder,122,Box Score,,18203,
Fri Dec 13 2013,7:00 pm,Cleveland Cavaliers,109,Orlando Magic,100,Box Score,,16119,
Fri Dec 13 2013,9:00 pm,Sacramento Kings,107,Phoenix Suns,116,Box Score,,14128,
Fri Dec 13 2013,8:30 pm,Minnesota Timberwolves,110,San Antonio Spurs,117,Box Score,,18581,
Fri Dec 13 2013,7:00 pm,Philadelphia 76ers,100,Toronto Raptors,108,Box Score,,17133,
Sat Dec 14 2013,7:00 pm,Los Angeles Lakers,88,Charlotte Bobcats,85,Box Score,,17101,
Sat Dec 14 2013,8:00 pm,Toronto Raptors,99,Chicago Bulls,77,Box Score,,21386,
Sat Dec 14 2013,8:30 pm,Milwaukee Bucks,93,Dallas Mavericks,106,Box Score,,19973,
Sat Dec 14 2013,7:30 pm,Cleveland Cavaliers,107,Miami Heat,114,Box Score,,19656,
Sat Dec 14 2013,7:30 pm,Atlanta Hawks,106,New York Knicks,111,Box Score,,19812,
Sat Dec 14 2013,8:00 pm,Portland Trail Blazers,139,Philadelphia 76ers,105,Box Score,,10189,
Sat Dec 14 2013,9:00 pm,San Antonio Spurs,100,Utah Jazz,84,Box Score,,19330,
Sat Dec 14 2013,7:00 pm,Los Angeles Clippers,113,Washington Wizards,97,Box Score,,16509,
Sun Dec 15 2013,8:00 pm,New Orleans Pelicans,93,Denver Nuggets,102,Box Score,,15111,
Sun Dec 15 2013,6:00 pm,Portland Trail Blazers,111,Detroit Pistons,109,Box Score,OT,13003,
Sun Dec 15 2013,6:00 pm,Minnesota Timberwolves,101,Memphis Grizzlies,93,Box Score,,15417,
Sun Dec 15 2013,7:00 pm,Orlando Magic,98,Oklahoma City Thunder,101,Box Score,,18203,
Sun Dec 15 2013,8:00 pm,Golden State Warriors,102,Phoenix Suns,106,Box Score,,14393,
Sun Dec 15 2013,6:00 pm,Houston Rockets,91,Sacramento Kings,106,Box Score,,15606,
Mon Dec 16 2013,7:30 pm,Los Angeles Lakers,100,Atlanta Hawks,114,Box Score,,15146,
Mon Dec 16 2013,7:30 pm,Minnesota Timberwolves,97,Boston Celtics,101,Box Score,,17071,
Mon Dec 16 2013,7:30 pm,Philadelphia 76ers,94,Brooklyn Nets,130,Box Score,,16733,
Mon Dec 16 2013,8:00 pm,Orlando Magic,83,Chicago Bulls,82,Box Score,,21200,
Mon Dec 16 2013,7:00 pm,Detroit Pistons,101,Indiana Pacers,96,Box Score,,15443,
Mon Dec 16 2013,10:30 pm,San Antonio Spurs,92,Los Angeles Clippers,115,Box Score,,19253,
Mon Dec 16 2013,7:30 pm,Utah Jazz,94,Miami Heat,117,Box Score,,19600,
Mon Dec 16 2013,7:30 pm,Washington Wizards,102,New York Knicks,101,Box Score,,19812,
Tue Dec 17 2013,7:00 pm,Sacramento Kings,87,Charlotte Bobcats,95,Box Score,,11339,
Tue Dec 17 2013,7:00 pm,Portland Trail Blazers,119,Cleveland Cavaliers,116,Box Score,,15689,
Tue Dec 17 2013,9:00 pm,Oklahoma City Thunder,105,Denver Nuggets,93,Box Score,,17035,
Tue Dec 17 2013,10:30 pm,New Orleans Pelicans,93,Golden State Warriors,104,Box Score,,19596,
Tue Dec 17 2013,8:00 pm,Los Angeles Lakers,96,Memphis Grizzlies,92,Box Score,,17217,
Wed Dec 18 2013,7:30 pm,Sacramento Kings,107,Atlanta Hawks,124,Box Score,,10185,
Wed Dec 18 2013,7:30 pm,Detroit Pistons,107,Boston Celtics,106,Box Score,,17101,
Wed Dec 18 2013,7:30 pm,Washington Wizards,113,Brooklyn Nets,107,Box Score,,16187,
Wed Dec 18 2013,8:30 pm,Memphis Grizzlies,91,Dallas Mavericks,105,Box Score,,19425,
Wed Dec 18 2013,9:30 pm,Chicago Bulls,94,Houston Rockets,109,Box Score,,18242,
Wed Dec 18 2013,10:30 pm,New Orleans Pelicans,95,Los Angeles Clippers,108,Box Score,,19060,
Wed Dec 18 2013,7:00 pm,Indiana Pacers,94,Miami Heat,97,Box Score,,19898,
Wed Dec 18 2013,8:00 pm,New York Knicks,107,Milwaukee Bucks,101,Box Score,2OT,11869,
Wed Dec 18 2013,8:00 pm,Portland Trail Blazers,109,Minnesota Timberwolves,120,Box Score,,13776,
Wed Dec 18 2013,7:00 pm,Utah Jazz,86,Orlando Magic,82,Box Score,,15574,
Wed Dec 18 2013,9:00 pm,San Antonio Spurs,108,Phoenix Suns,101,Box Score,,13661,
Wed Dec 18 2013,7:00 pm,Charlotte Bobcats,104,Toronto Raptors,102,Box Score,OT,15201,
Thu Dec 19 2013,10:30 pm,San Antonio Spurs,104,Golden State Warriors,102,Box Score,,19596,
Thu Dec 19 2013,8:00 pm,Chicago Bulls,95,Oklahoma City Thunder,107,Box Score,,18203,
Fri Dec 20 2013,7:30 pm,Utah Jazz,85,Atlanta Hawks,118,Box Score,,11150,
Fri Dec 20 2013,7:30 pm,Milwaukee Bucks,111,Cleveland Cavaliers,114,Box Score,OT,19058,
Fri Dec 20 2013,8:30 pm,Toronto Raptors,109,Dallas Mavericks,108,Box Score,OT,19406,
Fri Dec 20 2013,9:00 pm,Phoenix Suns,103,Denver Nuggets,99,Box Score,,15974,
Fri Dec 20 2013,7:30 pm,Charlotte Bobcats,116,Detroit Pistons,106,Box Score,,12453,
Fri Dec 20 2013,8:00 pm,Houston Rockets,81,Indiana Pacers,114,Box Score,,18165,
Fri Dec 20 2013,10:30 pm,Minnesota Timberwolves,91,Los Angeles Lakers,104,Box Score,,18997,
Fri Dec 20 2013,7:30 pm,Sacramento Kings,103,Miami Heat,122,Box Score,,19600,
Fri Dec 20 2013,7:00 pm,Brooklyn Nets,120,Philadelphia 76ers,121,Box Score,OT,15267,
Sat Dec 21 2013,1:00 pm,Washington Wizards,106,Boston Celtics,99,Box Score,,18169,
Sat Dec 21 2013,7:30 pm,Utah Jazz,88,Charlotte Bobcats,85,Box Score,,18078,
Sat Dec 21 2013,8:00 pm,Cleveland Cavaliers,84,Chicago Bulls,100,Box Score,,21658,
Sat Dec 21 2013,7:30 pm,Houston Rockets,114,Detroit Pistons,97,Box Score,,14606,
Sat Dec 21 2013,10:30 pm,Los Angeles Lakers,83,Golden State Warriors,102,Box Score,,19596,
Sat Dec 21 2013,10:30 pm,Denver Nuggets,91,Los Angeles Clippers,112,Box Score,,19129,
Sat Dec 21 2013,8:30 pm,Philadelphia 76ers,106,Milwaukee Bucks,116,Box Score,,14541,
Sat Dec 21 2013,12:00 am,Memphis Grizzlies,95,New York Knicks,87,Box Score,,19812,
Sat Dec 21 2013,7:00 pm,Sacramento Kings,105,Orlando Magic,100,Box Score,,14283,
Sat Dec 21 2013,9:00 pm,Dallas Mavericks,108,Phoenix Suns,123,Box Score,,15241,
Sat Dec 21 2013,10:00 pm,New Orleans Pelicans,107,Portland Trail Blazers,110,Box Score,,20027,
Sat Dec 21 2013,8:30 pm,Oklahoma City Thunder,113,San Antonio Spurs,100,Box Score,,18581,
Sun Dec 22 2013,6:00 pm,Boston Celtics,79,Indiana Pacers,106,Box Score,,18165,
Sun Dec 22 2013,9:30 pm,Minnesota Timberwolves,116,Los Angeles Clippers,120,Box Score,OT,19304,
Sun Dec 22 2013,7:00 pm,Toronto Raptors,104,Oklahoma City Thunder,98,Box Score,,18203,
Mon Dec 23 2013,7:30 pm,Indiana Pacers,103,Brooklyn Nets,86,Box Score,,17732,
Mon Dec 23 2013,7:00 pm,Milwaukee Bucks,110,Charlotte Bobcats,111,Box Score,OT,13534,
Mon Dec 23 2013,7:00 pm,Detroit Pistons,115,Cleveland Cavaliers,92,Box Score,,19215,
Mon Dec 23 2013,9:00 pm,Golden State Warriors,89,Denver Nuggets,81,Box Score,,18551,
Mon Dec 23 2013,8:00 pm,Dallas Mavericks,111,Houston Rockets,104,Box Score,,18328,
Mon Dec 23 2013,8:00 pm,Utah Jazz,94,Memphis Grizzlies,104,Box Score,,16665,
Mon Dec 23 2013,7:30 pm,Atlanta Hawks,119,Miami Heat,121,Box Score,OT,20204,
Mon Dec 23 2013,7:00 pm,New York Knicks,103,Orlando Magic,98,Box Score,,15105,
Mon Dec 23 2013,9:00 pm,Los Angeles Lakers,90,Phoenix Suns,117,Box Score,,14814,
Mon Dec 23 2013,10:00 pm,New Orleans Pelicans,113,Sacramento Kings,100,Box Score,,17317,
Mon Dec 23 2013,8:30 pm,Toronto Raptors,99,San Antonio Spurs,112,Box Score,,18581,
Wed Dec 25 2013,12:00 am,Chicago Bulls,95,Brooklyn Nets,78,Box Score,,17732,
Wed Dec 25 2013,10:30 pm,Los Angeles Clippers,103,Golden State Warriors,105,Box Score,,19596,
Wed Dec 25 2013,5:00 pm,Miami Heat,101,Los Angeles Lakers,95,Box Score,,18997,
Wed Dec 25 2013,2:30 pm,Oklahoma City Thunder,123,New York Knicks,94,Box Score,,19812,
Wed Dec 25 2013,8:00 pm,Houston Rockets,111,San Antonio Spurs,98,Box Score,,18581,
Thu Dec 26 2013,7:00 pm,Atlanta Hawks,127,Cleveland Cavaliers,125,Box Score,2OT,18682,
Thu Dec 26 2013,8:30 pm,San Antonio Spurs,116,Dallas Mavericks,107,Box Score,,20305,
Thu Dec 26 2013,8:00 pm,Memphis Grizzlies,92,Houston Rockets,100,Box Score,,18201,
Thu Dec 26 2013,10:30 pm,Los Angeles Clippers,112,Portland Trail Blazers,116,Box Score,OT,20053,
Fri Dec 27 2013,7:30 pm,Milwaukee Bucks,93,Brooklyn Nets,104,Box Score,,17732,
Fri Dec 27 2013,7:00 pm,Oklahoma City Thunder,89,Charlotte Bobcats,85,Box Score,,18129,
Fri Dec 27 2013,10:30 pm,Phoenix Suns,86,Golden State Warriors,115,Box Score,,19596,
Fri Dec 27 2013,8:00 pm,Washington Wizards,98,Minnesota Timberwolves,120,Box Score,,16473,
Fri Dec 27 2013,8:00 pm,Denver Nuggets,89,New Orleans Pelicans,105,Box Score,,18089,
Fri Dec 27 2013,7:30 pm,Toronto Raptors,95,New York Knicks,83,Box Score,,19812,
Fri Dec 27 2013,7:00 pm,Detroit Pistons,92,Orlando Magic,109,Box Score,,16464,
Fri Dec 27 2013,10:00 pm,Miami Heat,103,Sacramento Kings,108,Box Score,OT,17317,
Fri Dec 27 2013,9:00 pm,Los Angeles Lakers,103,Utah Jazz,105,Box Score,,19911,
Sat Dec 28 2013,7:30 pm,Charlotte Bobcats,116,Atlanta Hawks,118,Box Score,OT,15180,
Sat Dec 28 2013,1:00 pm,Cleveland Cavaliers,100,Boston Celtics,103,Box Score,,18624,
Sat Dec 28 2013,8:00 pm,Dallas Mavericks,105,Chicago Bulls,83,Box Score,,22099,
Sat Dec 28 2013,8:00 pm,New Orleans Pelicans,98,Houston Rockets,107,Box Score,,18233,
Sat Dec 28 2013,7:00 pm,Brooklyn Nets,91,Indiana Pacers,105,Box Score,,18165,
Sat Dec 28 2013,10:30 pm,Utah Jazz,90,Los Angeles Clippers,98,Box Score,,19278,
Sat Dec 28 2013,8:00 pm,Denver Nuggets,99,Memphis Grizzlies,120,Box Score,,17017,
Sat Dec 28 2013,8:30 pm,Minnesota Timberwolves,117,Milwaukee Bucks,95,Box Score,,14971,
Sat Dec 28 2013,9:00 pm,Philadelphia 76ers,101,Phoenix Suns,115,Box Score,,15623,
Sat Dec 28 2013,10:00 pm,Miami Heat,108,Portland Trail Blazers,107,Box Score,,20071,
Sat Dec 28 2013,7:00 pm,New York Knicks,100,Toronto Raptors,115,Box Score,,19800,
Sat Dec 28 2013,7:00 pm,Detroit Pistons,82,Washington Wizards,106,Box Score,,19336,
Sun Dec 29 2013,6:00 pm,Golden State Warriors,108,Cleveland Cavaliers,104,Box Score,OT,19384,
Sun Dec 29 2013,9:30 pm,Philadelphia 76ers,111,Los Angeles Lakers,104,Box Score,,18997,
Sun Dec 29 2013,7:00 pm,Houston Rockets,86,Oklahoma City Thunder,117,Box Score,,18203,
Sun Dec 29 2013,6:00 pm,Atlanta Hawks,102,Orlando Magic,109,Box Score,,15415,
Sun Dec 29 2013,7:00 pm,Sacramento Kings,104,San Antonio Spurs,112,Box Score,,18581,
Mon Dec 30 2013,9:00 pm,Miami Heat,97,Denver Nuggets,94,Box Score,,19155,
Mon Dec 30 2013,7:30 pm,Washington Wizards,106,Detroit Pistons,99,Box Score,,15050,
Mon Dec 30 2013,10:30 pm,Phoenix Suns,107,Los Angeles Clippers,88,Box Score,,19278,
Mon Dec 30 2013,8:00 pm,Chicago Bulls,95,Memphis Grizzlies,91,Box Score,,17688,
Mon Dec 30 2013,8:00 pm,Dallas Mavericks,100,Minnesota Timberwolves,98,Box Score,,16111,
Mon Dec 30 2013,8:00 pm,Portland Trail Blazers,108,New Orleans Pelicans,110,Box Score,,17035,
Mon Dec 30 2013,9:00 pm,Charlotte Bobcats,80,Utah Jazz,83,Box Score,,19125,
Tue Dec 31 2013,1:00 pm,Atlanta Hawks,92,Boston Celtics,91,Box Score,,18624,
Tue Dec 31 2013,8:00 pm,Toronto Raptors,85,Chicago Bulls,79,Box Score,,21507,
Tue Dec 31 2013,7:00 pm,Sacramento Kings,110,Houston Rockets,106,Box Score,,18232,
Tue Dec 31 2013,3:00 pm,Cleveland Cavaliers,76,Indiana Pacers,91,Box Score,,18165,
Tue Dec 31 2013,10:30 pm,Milwaukee Bucks,94,Los Angeles Lakers,79,Box Score,,18997,
Tue Dec 31 2013,8:00 pm,Portland Trail Blazers,98,Oklahoma City Thunder,94,Box Score,,18203,
Tue Dec 31 2013,5:00 pm,Golden State Warriors,94,Orlando Magic,81,Box Score,,15062,
Tue Dec 31 2013,7:00 pm,Brooklyn Nets,92,San Antonio Spurs,113,Box Score,,17409,
Wed Jan 1 2014,9:00 pm,Philadelphia 76ers,114,Denver Nuggets,102,Box Score,,16006,
Wed Jan 1 2014,9:30 pm,Charlotte Bobcats,85,Los Angeles Clippers,112,Box Score,,19160,
Wed Jan 1 2014,8:00 pm,New Orleans Pelicans,112,Minnesota Timberwolves,124,Box Score,,14002,
Wed Jan 1 2014,7:00 pm,Indiana Pacers,82,Toronto Raptors,95,Box Score,,18271,
Wed Jan 1 2014,6:00 pm,Dallas Mavericks,87,Washington Wizards,78,Box Score,,15713,
Thu Jan 2 2014,8:00 pm,Boston Celtics,82,Chicago Bulls,94,Box Score,,21721,
Thu Jan 2 2014,7:00 pm,Orlando Magic,81,Cleveland Cavaliers,87,Box Score,OT,14248,
Thu Jan 2 2014,7:30 pm,Golden State Warriors,123,Miami Heat,114,Box Score,,20350,
Thu Jan 2 2014,8:00 pm,Brooklyn Nets,95,Oklahoma City Thunder,93,Box Score,,18203,
Thu Jan 2 2014,9:00 pm,Memphis Grizzlies,99,Phoenix Suns,91,Box Score,,14844,
Thu Jan 2 2014,10:00 pm,Charlotte Bobcats,104,Portland Trail Blazers,134,Box Score,,20014,
Thu Jan 2 2014,10:00 pm,Philadelphia 76ers,113,Sacramento Kings,104,Box Score,,16259,
Thu Jan 2 2014,8:30 pm,New York Knicks,105,San Antonio Spurs,101,Box Score,,18581,
Thu Jan 2 2014,9:00 pm,Milwaukee Bucks,87,Utah Jazz,96,Box Score,,16012,
Fri Jan 3 2014,7:30 pm,Golden State Warriors,101,Atlanta Hawks,100,Box Score,,15210,
Fri Jan 3 2014,7:30 pm,New Orleans Pelicans,95,Boston Celtics,92,Box Score,,18624,
Fri Jan 3 2014,8:30 pm,Los Angeles Clippers,119,Dallas Mavericks,112,Box Score,,20187,
Fri Jan 3 2014,9:00 pm,Memphis Grizzlies,108,Denver Nuggets,111,Box Score,,17608,
Fri Jan 3 2014,8:00 pm,New York Knicks,100,Houston Rockets,102,Box Score,,18304,
Fri Jan 3 2014,10:30 pm,Utah Jazz,99,Los Angeles Lakers,110,Box Score,,18997,
Fri Jan 3 2014,7:00 pm,Toronto Raptors,101,Washington Wizards,88,Box Score,,14940,
Sat Jan 4 2014,7:30 pm,Cleveland Cavaliers,82,Brooklyn Nets,89,Box Score,,17732,
Sat Jan 4 2014,8:00 pm,Atlanta Hawks,84,Chicago Bulls,91,Box Score,,21539,
Sat Jan 4 2014,7:00 pm,New Orleans Pelicans,82,Indiana Pacers,99,Box Score,,18165,
Sat Jan 4 2014,8:00 pm,Oklahoma City Thunder,115,Minnesota Timberwolves,111,Box Score,,18065,
Sat Jan 4 2014,7:00 pm,Miami Heat,110,Orlando Magic,94,Box Score,,18846,
Sat Jan 4 2014,9:00 pm,Milwaukee Bucks,100,Phoenix Suns,116,Box Score,,14344,
Sat Jan 4 2014,10:00 pm,Philadelphia 76ers,101,Portland Trail Blazers,99,Box Score,,20004,
Sat Jan 4 2014,10:00 pm,Charlotte Bobcats,113,Sacramento Kings,103,Box Score,,16410,
Sat Jan 4 2014,8:30 pm,Los Angeles Clippers,92,San Antonio Spurs,116,Box Score,,18581,
Sun Jan 5 2014,6:00 pm,Indiana Pacers,82,Cleveland Cavaliers,78,Box Score,,17502,
Sun Jan 5 2014,7:30 pm,New York Knicks,92,Dallas Mavericks,80,Box Score,,19892,
Sun Jan 5 2014,1:00 pm,Memphis Grizzlies,112,Detroit Pistons,84,Box Score,,14134,
Sun Jan 5 2014,9:30 pm,Denver Nuggets,137,Los Angeles Lakers,115,Box Score,,18997,
Sun Jan 5 2014,6:00 pm,Toronto Raptors,97,Miami Heat,102,Box Score,,20020,
Sun Jan 5 2014,7:00 pm,Boston Celtics,96,Oklahoma City Thunder,119,Box Score,,18203,
Sun Jan 5 2014,6:00 pm,Golden State Warriors,112,Washington Wizards,96,Box Score,,17390,
Mon Jan 6 2014,7:30 pm,Atlanta Hawks,86,Brooklyn Nets,91,Box Score,,15326,
Mon Jan 6 2014,10:30 pm,Orlando Magic,81,Los Angeles Clippers,101,Box Score,,19060,
Mon Jan 6 2014,7:00 pm,Minnesota Timberwolves,126,Philadelphia 76ers,95,Box Score,,10736,
Tue Jan 7 2014,7:00 pm,Washington Wizards,97,Charlotte Bobcats,83,Box Score,,12079,
Tue Jan 7 2014,8:00 pm,Phoenix Suns,87,Chicago Bulls,92,Box Score,,21181,
Tue Jan 7 2014,7:00 pm,Philadelphia 76ers,93,Cleveland Cavaliers,111,Box Score,,13344,
Tue Jan 7 2014,8:30 pm,Los Angeles Lakers,97,Dallas Mavericks,110,Box Score,,19656,
Tue Jan 7 2014,9:00 pm,Boston Celtics,98,Denver Nuggets,129,Box Score,,16224,
Tue Jan 7 2014,7:00 pm,Toronto Raptors,79,Indiana Pacers,86,Box Score,,16147,
Tue Jan 7 2014,8:00 pm,San Antonio Spurs,110,Memphis Grizzlies,108,Box Score,OT,15916,
Tue Jan 7 2014,7:30 pm,New Orleans Pelicans,88,Miami Heat,107,Box Score,,20097,
Tue Jan 7 2014,8:00 pm,Golden State Warriors,101,Milwaukee Bucks,80,Box Score,,11739,
Tue Jan 7 2014,7:30 pm,Detroit Pistons,85,New York Knicks,89,Box Score,,19812,
Tue Jan 7 2014,10:00 pm,Portland Trail Blazers,119,Sacramento Kings,123,Box Score,,15518,
Tue Jan 7 2014,9:00 pm,Oklahoma City Thunder,101,Utah Jazz,112,Box Score,,18547,
Wed Jan 8 2014,7:30 pm,Indiana Pacers,87,Atlanta Hawks,97,Box Score,,15169,
Wed Jan 8 2014,7:30 pm,Golden State Warriors,98,Brooklyn Nets,102,Box Score,,17732,
Wed Jan 8 2014,8:00 pm,Los Angeles Lakers,99,Houston Rockets,113,Box Score,,18229,
Wed Jan 8 2014,10:30 pm,Boston Celtics,105,Los Angeles Clippers,111,Box Score,,19214,
Wed Jan 8 2014,9:30 pm,Phoenix Suns,104,Minnesota Timberwolves,103,Box Score,,12202,
Wed Jan 8 2014,8:00 pm,Washington Wizards,102,New Orleans Pelicans,96,Box Score,,17557,
Wed Jan 8 2014,10:00 pm,Orlando Magic,94,Portland Trail Blazers,110,Box Score,,18949,
Wed Jan 8 2014,7:00 pm,Dallas Mavericks,90,San Antonio Spurs,112,Box Score,,18581,
