Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Tue Feb 18 2014,7:30 pm,Charlotte Bobcats,108,Detroit Pistons,96,Box Score,,11285,
Tue Feb 18 2014,7:00 pm,Atlanta Hawks,98,Indiana Pacers,108,Box Score,,18165,
Tue Feb 18 2014,10:30 pm,San Antonio Spurs,113,Los Angeles Clippers,103,Box Score,,19257,
Tue Feb 18 2014,8:00 pm,New York Knicks,93,Memphis Grizzlies,98,Box Score,,17317,
Tue Feb 18 2014,8:00 pm,Orlando Magic,100,Milwaukee Bucks,104,Box Score,,11106,
Tue Feb 18 2014,7:00 pm,Cleveland Cavaliers,114,Philadelphia 76ers,85,Box Score,,12904,
Tue Feb 18 2014,7:00 pm,Toronto Raptors,103,Washington Wizards,93,Box Score,,15624,
Wed Feb 19 2014,7:30 pm,Washington Wizards,114,Atlanta Hawks,97,Box Score,,13529,
Wed Feb 19 2014,7:00 pm,Detroit Pistons,98,Charlotte Bobcats,116,Box Score,,14400,
Wed Feb 19 2014,7:00 pm,Orlando Magic,93,Cleveland Cavaliers,101,Box Score,,16539,
Wed Feb 19 2014,10:30 pm,Houston Rockets,134,Los Angeles Lakers,108,Box Score,,18997,
Wed Feb 19 2014,8:00 pm,Indiana Pacers,91,Minnesota Timberwolves,104,Box Score,,15109,
Wed Feb 19 2014,8:00 pm,New York Knicks,98,New Orleans Pelicans,91,Box Score,,16495,
Wed Feb 19 2014,9:00 pm,Boston Celtics,94,Phoenix Suns,100,Box Score,,16135,
Wed Feb 19 2014,10:00 pm,San Antonio Spurs,111,Portland Trail Blazers,109,Box Score,,20057,
Wed Feb 19 2014,10:00 pm,Golden State Warriors,101,Sacramento Kings,92,Box Score,,17317,
Wed Feb 19 2014,7:00 pm,Chicago Bulls,94,Toronto Raptors,92,Box Score,,17704,
Wed Feb 19 2014,9:00 pm,Brooklyn Nets,105,Utah Jazz,99,Box Score,,17386,
Thu Feb 20 2014,10:30 pm,Houston Rockets,99,Golden State Warriors,102,Box Score,OT,19596,
Thu Feb 20 2014,8:00 pm,Denver Nuggets,101,Milwaukee Bucks,90,Box Score,,11186,
Thu Feb 20 2014,8:00 pm,Miami Heat,103,Oklahoma City Thunder,81,Box Score,,18203,
Fri Feb 21 2014,7:00 pm,New Orleans Pelicans,87,Charlotte Bobcats,90,Box Score,,15867,
Fri Feb 21 2014,8:00 pm,Denver Nuggets,89,Chicago Bulls,117,Box Score,,21621,
Fri Feb 21 2014,7:30 pm,Atlanta Hawks,107,Detroit Pistons,115,Box Score,,18053,
Fri Feb 21 2014,10:30 pm,Boston Celtics,92,Los Angeles Lakers,101,Box Score,,18997,
Fri Feb 21 2014,8:00 pm,Los Angeles Clippers,96,Memphis Grizzlies,102,Box Score,,17963,
Fri Feb 21 2014,7:00 pm,New York Knicks,121,Orlando Magic,129,Box Score,2OT,16498,
Fri Feb 21 2014,7:00 pm,Dallas Mavericks,124,Philadelphia 76ers,112,Box Score,,14928,
Fri Feb 21 2014,9:00 pm,San Antonio Spurs,85,Phoenix Suns,106,Box Score,,18422,
Fri Feb 21 2014,10:00 pm,Utah Jazz,94,Portland Trail Blazers,102,Box Score,,19998,
Fri Feb 21 2014,7:00 pm,Cleveland Cavaliers,91,Toronto Raptors,98,Box Score,,18854,
Sat Feb 22 2014,7:30 pm,New York Knicks,98,Atlanta Hawks,107,Box Score,,19045,
Sat Feb 22 2014,7:00 pm,Memphis Grizzlies,89,Charlotte Bobcats,92,Box Score,,18317,
Sat Feb 22 2014,7:30 pm,Dallas Mavericks,113,Detroit Pistons,102,Box Score,,15213,
Sat Feb 22 2014,10:30 pm,Brooklyn Nets,86,Golden State Warriors,93,Box Score,,19596,
Sat Feb 22 2014,8:30 pm,Indiana Pacers,110,Milwaukee Bucks,100,Box Score,,17165,
Sat Feb 22 2014,10:00 pm,Boston Celtics,98,Sacramento Kings,105,Box Score,,17317,
Sat Feb 22 2014,9:00 pm,Minnesota Timberwolves,121,Utah Jazz,104,Box Score,,19323,
Sat Feb 22 2014,7:00 pm,New Orleans Pelicans,93,Washington Wizards,94,Box Score,,18385,
Sun Feb 23 2014,6:00 pm,Washington Wizards,96,Cleveland Cavaliers,83,Box Score,,17238,
Sun Feb 23 2014,8:00 pm,Sacramento Kings,109,Denver Nuggets,95,Box Score,,16263,
Sun Feb 23 2014,9:00 pm,Brooklyn Nets,108,Los Angeles Lakers,102,Box Score,,18997,
Sun Feb 23 2014,3:30 pm,Chicago Bulls,79,Miami Heat,93,Box Score,,19848,
Sun Feb 23 2014,1:00 pm,Los Angeles Clippers,125,Oklahoma City Thunder,117,Box Score,,18203,
Sun Feb 23 2014,9:00 pm,Houston Rockets,115,Phoenix Suns,112,Box Score,,15510,
Sun Feb 23 2014,9:00 pm,Minnesota Timberwolves,97,Portland Trail Blazers,108,Box Score,,19458,
Sun Feb 23 2014,6:00 pm,Orlando Magic,90,Toronto Raptors,105,Box Score,,17435,
Mon Feb 24 2014,7:30 pm,Golden State Warriors,104,Detroit Pistons,96,Box Score,,14071,
Mon Feb 24 2014,8:00 pm,Los Angeles Clippers,123,New Orleans Pelicans,110,Box Score,,16185,
Mon Feb 24 2014,7:30 pm,Dallas Mavericks,110,New York Knicks,108,Box Score,,19812,
Mon Feb 24 2014,7:00 pm,Milwaukee Bucks,130,Philadelphia 76ers,110,Box Score,,12216,
Mon Feb 24 2014,9:00 pm,Boston Celtics,98,Utah Jazz,110,Box Score,,17130,
Tue Feb 25 2014,7:30 pm,Chicago Bulls,107,Atlanta Hawks,103,Box Score,,12418,
Tue Feb 25 2014,7:00 pm,Toronto Raptors,99,Cleveland Cavaliers,93,Box Score,,13758,
Tue Feb 25 2014,9:00 pm,Portland Trail Blazers,100,Denver Nuggets,95,Box Score,,16058,
Tue Feb 25 2014,7:00 pm,Los Angeles Lakers,98,Indiana Pacers,118,Box Score,,18165,
Tue Feb 25 2014,9:00 pm,Minnesota Timberwolves,110,Phoenix Suns,101,Box Score,,16273,
Tue Feb 25 2014,10:00 pm,Houston Rockets,129,Sacramento Kings,103,Box Score,,16057,
Tue Feb 25 2014,7:00 pm,Orlando Magic,106,Washington Wizards,115,Box Score,,13306,
Wed Feb 26 2014,7:30 pm,Atlanta Hawks,104,Boston Celtics,115,Box Score,,16605,
Wed Feb 26 2014,8:00 pm,Golden State Warriors,83,Chicago Bulls,103,Box Score,,21701,
Wed Feb 26 2014,8:00 pm,New Orleans Pelicans,89,Dallas Mavericks,108,Box Score,,19729,
Wed Feb 26 2014,10:30 pm,Houston Rockets,93,Los Angeles Clippers,101,Box Score,,19258,
Wed Feb 26 2014,8:00 pm,Los Angeles Lakers,103,Memphis Grizzlies,108,Box Score,,16989,
Wed Feb 26 2014,8:00 pm,Cleveland Cavaliers,114,Oklahoma City Thunder,104,Box Score,,18203,
Wed Feb 26 2014,7:00 pm,Orlando Magic,101,Philadelphia 76ers,90,Box Score,,12817,
Wed Feb 26 2014,10:00 pm,Brooklyn Nets,80,Portland Trail Blazers,124,Box Score,,20015,
Wed Feb 26 2014,8:30 pm,Detroit Pistons,110,San Antonio Spurs,120,Box Score,,18581,
Wed Feb 26 2014,9:00 pm,Phoenix Suns,86,Utah Jazz,109,Box Score,,19639,
Thu Feb 27 2014,10:30 pm,Brooklyn Nets,112,Denver Nuggets,89,Box Score,,14826,
Thu Feb 27 2014,7:00 pm,Milwaukee Bucks,96,Indiana Pacers,101,Box Score,,17892,
Thu Feb 27 2014,8:00 pm,New York Knicks,82,Miami Heat,108,Box Score,,19634,
Thu Feb 27 2014,7:00 pm,Washington Wizards,134,Toronto Raptors,129,Box Score,3OT,17758,
Fri Feb 28 2014,7:30 pm,Utah Jazz,79,Cleveland Cavaliers,99,Box Score,,18601,
Fri Feb 28 2014,8:30 pm,Chicago Bulls,100,Dallas Mavericks,91,Box Score,,20398,
Fri Feb 28 2014,10:30 pm,Sacramento Kings,122,Los Angeles Lakers,126,Box Score,,18997,
Fri Feb 28 2014,8:00 pm,Golden State Warriors,126,New York Knicks,103,Box Score,,19812,
Fri Feb 28 2014,8:00 pm,Memphis Grizzlies,107,Oklahoma City Thunder,113,Box Score,,18203,
Fri Feb 28 2014,10:30 pm,New Orleans Pelicans,104,Phoenix Suns,116,Box Score,,16578,
Fri Feb 28 2014,8:30 pm,Charlotte Bobcats,82,San Antonio Spurs,92,Box Score,,18581,
Sat Mar 1 2014,8:00 pm,Indiana Pacers,102,Boston Celtics,97,Box Score,,18624,
Sat Mar 1 2014,8:00 pm,Detroit Pistons,110,Houston Rockets,118,Box Score,,18330,
Sat Mar 1 2014,10:30 pm,New Orleans Pelicans,76,Los Angeles Clippers,108,Box Score,,19060,
Sat Mar 1 2014,9:00 pm,Cleveland Cavaliers,96,Memphis Grizzlies,110,Box Score,,17011,
Sat Mar 1 2014,7:30 pm,Orlando Magic,98,Miami Heat,112,Box Score,,19834,
Sat Mar 1 2014,8:30 pm,Brooklyn Nets,107,Milwaukee Bucks,98,Box Score,,14081,
Sat Mar 1 2014,7:30 pm,Washington Wizards,122,Philadelphia 76ers,103,Box Score,,20856,
Sat Mar 1 2014,10:00 pm,Denver Nuggets,96,Portland Trail Blazers,102,Box Score,,20068,
Sat Mar 1 2014,10:00 pm,Minnesota Timberwolves,108,Sacramento Kings,97,Box Score,,17085,
Sun Mar 2 2014,1:00 pm,New York Knicks,90,Chicago Bulls,109,Box Score,,21739,
Sun Mar 2 2014,6:00 pm,Utah Jazz,91,Indiana Pacers,94,Box Score,,18165,
Sun Mar 2 2014,7:00 pm,Charlotte Bobcats,99,Oklahoma City Thunder,116,Box Score,,18203,
Sun Mar 2 2014,6:00 pm,Philadelphia 76ers,81,Orlando Magic,92,Box Score,,16704,
Sun Mar 2 2014,8:00 pm,Atlanta Hawks,120,Phoenix Suns,129,Box Score,,16759,
Sun Mar 2 2014,7:00 pm,Dallas Mavericks,106,San Antonio Spurs,112,Box Score,,18581,
Sun Mar 2 2014,4:00 pm,Golden State Warriors,98,Toronto Raptors,104,Box Score,,18658,
Mon Mar 3 2014,7:30 pm,Chicago Bulls,80,Brooklyn Nets,96,Box Score,,17732,
Mon Mar 3 2014,9:00 pm,Minnesota Timberwolves,132,Denver Nuggets,128,Box Score,,15240,
Mon Mar 3 2014,7:30 pm,New York Knicks,85,Detroit Pistons,96,Box Score,,14742,
Mon Mar 3 2014,7:30 pm,Charlotte Bobcats,107,Miami Heat,124,Box Score,,19727,
Mon Mar 3 2014,8:00 pm,Utah Jazz,88,Milwaukee Bucks,114,Box Score,,10022,
Mon Mar 3 2014,10:00 pm,Los Angeles Lakers,107,Portland Trail Blazers,106,Box Score,,20013,
Mon Mar 3 2014,10:00 pm,New Orleans Pelicans,89,Sacramento Kings,96,Box Score,,16225,
Mon Mar 3 2014,7:00 pm,Memphis Grizzlies,110,Washington Wizards,104,Box Score,,14065,
Tue Mar 4 2014,7:00 pm,San Antonio Spurs,122,Cleveland Cavaliers,101,Box Score,,17966,
Tue Mar 4 2014,8:00 pm,Miami Heat,103,Houston Rockets,106,Box Score,,18523,
Tue Mar 4 2014,7:00 pm,Golden State Warriors,98,Indiana Pacers,96,Box Score,,18165,
Tue Mar 4 2014,10:30 pm,New Orleans Pelicans,132,Los Angeles Lakers,125,Box Score,,18436,
Tue Mar 4 2014,8:00 pm,Philadelphia 76ers,92,Oklahoma City Thunder,125,Box Score,,18203,
Tue Mar 4 2014,9:00 pm,Los Angeles Clippers,104,Phoenix Suns,96,Box Score,,15068,
Wed Mar 5 2014,7:30 pm,Golden State Warriors,108,Boston Celtics,88,Box Score,,18155,
Wed Mar 5 2014,7:30 pm,Memphis Grizzlies,94,Brooklyn Nets,103,Box Score,,17053,
Wed Mar 5 2014,7:00 pm,Indiana Pacers,87,Charlotte Bobcats,109,Box Score,,15372,
Wed Mar 5 2014,8:00 pm,Dallas Mavericks,110,Denver Nuggets,115,Box Score,,14541,
Wed Mar 5 2014,7:30 pm,Chicago Bulls,105,Detroit Pistons,94,Box Score,,14007,
Wed Mar 5 2014,8:00 pm,Sacramento Kings,116,Milwaukee Bucks,102,Box Score,,11079,
Wed Mar 5 2014,8:00 pm,New York Knicks,118,Minnesota Timberwolves,106,Box Score,,14294,
Wed Mar 5 2014,7:00 pm,Houston Rockets,101,Orlando Magic,89,Box Score,,16012,
Wed Mar 5 2014,10:30 pm,Atlanta Hawks,78,Portland Trail Blazers,102,Box Score,,20043,
Wed Mar 5 2014,7:00 pm,Utah Jazz,91,Washington Wizards,104,Box Score,,13911,
Thu Mar 6 2014,10:30 pm,Los Angeles Clippers,142,Los Angeles Lakers,94,Box Score,,18488,
Thu Mar 6 2014,9:00 pm,Oklahoma City Thunder,122,Phoenix Suns,128,Box Score,,17816,
Thu Mar 6 2014,8:00 pm,Miami Heat,87,San Antonio Spurs,111,Box Score,,18581,
Fri Mar 7 2014,7:30 pm,Brooklyn Nets,84,Boston Celtics,91,Box Score,,18195,
Fri Mar 7 2014,7:00 pm,Cleveland Cavaliers,92,Charlotte Bobcats,101,Box Score,,15688,
Fri Mar 7 2014,7:00 pm,Memphis Grizzlies,85,Chicago Bulls,77,Box Score,,21318,
Fri Mar 7 2014,8:30 pm,Portland Trail Blazers,98,Dallas Mavericks,103,Box Score,,20251,
Fri Mar 7 2014,9:00 pm,Los Angeles Lakers,126,Denver Nuggets,134,Box Score,,18248,
Fri Mar 7 2014,10:30 pm,Atlanta Hawks,97,Golden State Warriors,111,Box Score,,19596,
Fri Mar 7 2014,9:30 pm,Indiana Pacers,86,Houston Rockets,112,Box Score,,18332,
Fri Mar 7 2014,8:00 pm,Detroit Pistons,101,Minnesota Timberwolves,114,Box Score,,16242,
Fri Mar 7 2014,8:00 pm,Milwaukee Bucks,104,New Orleans Pelicans,112,Box Score,,16061,
Fri Mar 7 2014,7:30 pm,Utah Jazz,81,New York Knicks,108,Box Score,,19812,
Fri Mar 7 2014,7:00 pm,Sacramento Kings,87,Toronto Raptors,99,Box Score,,18188,
Sat Mar 8 2014,7:30 pm,New York Knicks,107,Cleveland Cavaliers,97,Box Score,,20562,
Sat Mar 8 2014,10:30 pm,Atlanta Hawks,108,Los Angeles Clippers,109,Box Score,,19178,
Sat Mar 8 2014,8:00 pm,Charlotte Bobcats,89,Memphis Grizzlies,111,Box Score,,17298,
Sat Mar 8 2014,9:00 pm,Washington Wizards,114,Milwaukee Bucks,107,Box Score,,14839,
Sat Mar 8 2014,7:30 pm,Utah Jazz,104,Philadelphia 76ers,92,Box Score,,13569,
Sat Mar 8 2014,8:30 pm,Orlando Magic,112,San Antonio Spurs,121,Box Score,,18581,
Sun Mar 9 2014,6:00 pm,Detroit Pistons,111,Boston Celtics,118,Box Score,,18624,
Sun Mar 9 2014,6:00 pm,Sacramento Kings,89,Brooklyn Nets,104,Box Score,,17732,
Sun Mar 9 2014,1:00 pm,Miami Heat,88,Chicago Bulls,95,Box Score,OT,22028,
Sun Mar 9 2014,7:30 pm,Indiana Pacers,94,Dallas Mavericks,105,Box Score,,20361,
Sun Mar 9 2014,9:00 pm,Phoenix Suns,107,Golden State Warriors,113,Box Score,,19596,
Sun Mar 9 2014,7:00 pm,Portland Trail Blazers,113,Houston Rockets,118,Box Score,OT,18321,
Sun Mar 9 2014,3:30 pm,Oklahoma City Thunder,110,Los Angeles Lakers,114,Box Score,,18997,
Sun Mar 9 2014,7:00 pm,Toronto Raptors,111,Minnesota Timberwolves,104,Box Score,,13116,
Sun Mar 9 2014,6:00 pm,Denver Nuggets,107,New Orleans Pelicans,111,Box Score,OT,17115,
Mon Mar 10 2014,7:30 pm,Toronto Raptors,97,Brooklyn Nets,101,Box Score,,17351,
Mon Mar 10 2014,7:00 pm,Denver Nuggets,98,Charlotte Bobcats,105,Box Score,,14312,
Mon Mar 10 2014,10:30 pm,Phoenix Suns,105,Los Angeles Clippers,112,Box Score,,19226,
Mon Mar 10 2014,7:30 pm,Washington Wizards,90,Miami Heat,99,Box Score,,19657,
Mon Mar 10 2014,8:00 pm,Orlando Magic,98,Milwaukee Bucks,105,Box Score,,10114,
Mon Mar 10 2014,7:30 pm,Philadelphia 76ers,110,New York Knicks,123,Box Score,,19812,
Mon Mar 10 2014,9:00 pm,Atlanta Hawks,112,Utah Jazz,110,Box Score,,17774,
Tue Mar 11 2014,8:00 pm,San Antonio Spurs,104,Chicago Bulls,96,Box Score,,21634,
Tue Mar 11 2014,7:30 pm,Sacramento Kings,89,Detroit Pistons,99,Box Score,,15234,
Tue Mar 11 2014,10:30 pm,Dallas Mavericks,85,Golden State Warriors,108,Box Score,,19596,
Tue Mar 11 2014,7:00 pm,Boston Celtics,83,Indiana Pacers,94,Box Score,,18165,
Tue Mar 11 2014,8:00 pm,Portland Trail Blazers,99,Memphis Grizzlies,109,Box Score,,17391,
Tue Mar 11 2014,8:00 pm,Milwaukee Bucks,101,Minnesota Timberwolves,112,Box Score,,12473,
Tue Mar 11 2014,8:00 pm,Houston Rockets,98,Oklahoma City Thunder,106,Box Score,,18203,
Wed Mar 12 2014,7:30 pm,New York Knicks,116,Boston Celtics,92,Box Score,,18624,
Wed Mar 12 2014,10:30 pm,Golden State Warriors,98,Los Angeles Clippers,111,Box Score,,19570,
Wed Mar 12 2014,7:00 pm,Brooklyn Nets,96,Miami Heat,95,Box Score,,19616,
Wed Mar 12 2014,8:00 pm,Memphis Grizzlies,90,New Orleans Pelicans,88,Box Score,,16513,
Wed Mar 12 2014,7:00 pm,Denver Nuggets,120,Orlando Magic,112,Box Score,,16097,
Wed Mar 12 2014,7:00 pm,Sacramento Kings,115,Philadelphia 76ers,98,Box Score,,11109,
Wed Mar 12 2014,10:00 pm,Cleveland Cavaliers,110,Phoenix Suns,101,Box Score,,17902,
Wed Mar 12 2014,9:30 pm,Portland Trail Blazers,90,San Antonio Spurs,103,Box Score,,18581,
Wed Mar 12 2014,7:00 pm,Detroit Pistons,87,Toronto Raptors,101,Box Score,,18247,
Wed Mar 12 2014,9:00 pm,Dallas Mavericks,108,Utah Jazz,101,Box Score,,17982,
Wed Mar 12 2014,7:00 pm,Charlotte Bobcats,98,Washington Wizards,85,Box Score,,17220,
Thu Mar 13 2014,7:30 pm,Milwaukee Bucks,97,Atlanta Hawks,102,Box Score,,12554,
Thu Mar 13 2014,7:00 pm,Houston Rockets,87,Chicago Bulls,111,Box Score,,21747,
Thu Mar 13 2014,9:30 pm,Los Angeles Lakers,102,Oklahoma City Thunder,131,Box Score,,18203,
Fri Mar 14 2014,7:30 pm,Phoenix Suns,87,Boston Celtics,80,Box Score,,18624,
Fri Mar 14 2014,7:00 pm,Minnesota Timberwolves,93,Charlotte Bobcats,105,Box Score,,16983,
Fri Mar 14 2014,10:30 pm,Cleveland Cavaliers,103,Golden State Warriors,94,Box Score,,19596,
Fri Mar 14 2014,7:30 pm,Denver Nuggets,111,Miami Heat,107,Box Score,,19600,
Fri Mar 14 2014,8:00 pm,Portland Trail Blazers,111,New Orleans Pelicans,103,Box Score,,16913,
Fri Mar 14 2014,7:00 pm,Washington Wizards,105,Orlando Magic,101,Box Score,OT,16011,
Fri Mar 14 2014,7:00 pm,Indiana Pacers,101,Philadelphia 76ers,94,Box Score,,14754,
Fri Mar 14 2014,8:30 pm,Los Angeles Lakers,85,San Antonio Spurs,119,Box Score,,18581,
Fri Mar 14 2014,7:00 pm,Memphis Grizzlies,86,Toronto Raptors,99,Box Score,,18465,
Fri Mar 14 2014,9:00 pm,Los Angeles Clippers,96,Utah Jazz,87,Box Score,,19381,
Sat Mar 15 2014,7:30 pm,Denver Nuggets,92,Atlanta Hawks,97,Box Score,,16921,
Sat Mar 15 2014,8:00 pm,Sacramento Kings,87,Chicago Bulls,94,Box Score,,22012,
Sat Mar 15 2014,7:30 pm,Indiana Pacers,112,Detroit Pistons,104,Box Score,OT,17440,
Sat Mar 15 2014,12:00 am,Milwaukee Bucks,94,New York Knicks,115,Box Score,,19812,
Sat Mar 15 2014,7:30 pm,Memphis Grizzlies,103,Philadelphia 76ers,77,Box Score,,15164,
Sat Mar 15 2014,7:00 pm,Brooklyn Nets,94,Washington Wizards,101,Box Score,,20356,
Sun Mar 16 2014,9:30 pm,Cleveland Cavaliers,80,Los Angeles Clippers,102,Box Score,,19274,
Sun Mar 16 2014,3:30 pm,Houston Rockets,104,Miami Heat,113,Box Score,,19666,
Sun Mar 16 2014,1:00 pm,Charlotte Bobcats,101,Milwaukee Bucks,92,Box Score,,14536,
Sun Mar 16 2014,7:00 pm,Sacramento Kings,102,Minnesota Timberwolves,104,Box Score,,13171,
Sun Mar 16 2014,6:00 pm,Boston Celtics,120,New Orleans Pelicans,121,Box Score,OT,17050,
Sun Mar 16 2014,7:00 pm,Dallas Mavericks,109,Oklahoma City Thunder,86,Box Score,,18203,
Sun Mar 16 2014,9:00 pm,Golden State Warriors,113,Portland Trail Blazers,112,Box Score,,20063,
Sun Mar 16 2014,7:00 pm,Utah Jazz,104,San Antonio Spurs,122,Box Score,,18242,
Sun Mar 16 2014,1:00 pm,Phoenix Suns,121,Toronto Raptors,113,Box Score,,18717,
Mon Mar 17 2014,7:30 pm,Phoenix Suns,95,Brooklyn Nets,108,Box Score,,17401,
Mon Mar 17 2014,7:00 pm,Atlanta Hawks,97,Charlotte Bobcats,83,Box Score,,14419,
Mon Mar 17 2014,8:00 pm,Oklahoma City Thunder,97,Chicago Bulls,85,Box Score,,22261,
Mon Mar 17 2014,8:30 pm,Boston Celtics,89,Dallas Mavericks,94,Box Score,,20132,
Mon Mar 17 2014,10:30 pm,Los Angeles Clippers,100,Denver Nuggets,110,Box Score,,16553,
Mon Mar 17 2014,8:00 pm,Utah Jazz,86,Houston Rockets,124,Box Score,,18156,
Mon Mar 17 2014,7:00 pm,Philadelphia 76ers,90,Indiana Pacers,99,Box Score,,18165,
Tue Mar 18 2014,7:30 pm,Toronto Raptors,113,Atlanta Hawks,118,Box Score,OT,11759,
Tue Mar 18 2014,7:00 pm,Miami Heat,100,Cleveland Cavaliers,96,Box Score,,20562,
Tue Mar 18 2014,10:30 pm,Orlando Magic,89,Golden State Warriors,103,Box Score,,19596,
Tue Mar 18 2014,10:00 pm,Milwaukee Bucks,115,Portland Trail Blazers,120,Box Score,OT,19572,
Tue Mar 18 2014,10:00 pm,Washington Wizards,111,Sacramento Kings,117,Box Score,OT,16084,
Wed Mar 19 2014,7:30 pm,Miami Heat,96,Boston Celtics,101,Box Score,,18624,
Wed Mar 19 2014,7:30 pm,Charlotte Bobcats,99,Brooklyn Nets,104,Box Score,,17222,
Wed Mar 19 2014,8:30 pm,Minnesota Timberwolves,123,Dallas Mavericks,122,Box Score,OT,20100,
Wed Mar 19 2014,9:00 pm,Detroit Pistons,109,Denver Nuggets,118,Box Score,,16671,
Wed Mar 19 2014,10:30 pm,San Antonio Spurs,125,Los Angeles Lakers,109,Box Score,,18997,
Wed Mar 19 2014,8:00 pm,Utah Jazz,86,Memphis Grizzlies,96,Box Score,,17011,
Wed Mar 19 2014,8:00 pm,Toronto Raptors,107,New Orleans Pelicans,100,Box Score,,15282,
Wed Mar 19 2014,8:00 pm,Indiana Pacers,86,New York Knicks,92,Box Score,,19812,
Wed Mar 19 2014,7:00 pm,Chicago Bulls,102,Philadelphia 76ers,94,Box Score,,13222,
Wed Mar 19 2014,10:00 pm,Orlando Magic,93,Phoenix Suns,109,Box Score,,17508,
Thu Mar 20 2014,7:00 pm,Oklahoma City Thunder,102,Cleveland Cavaliers,95,Box Score,,18246,
Thu Mar 20 2014,10:30 pm,Milwaukee Bucks,110,Golden State Warriors,115,Box Score,,19596,
Thu Mar 20 2014,8:00 pm,Minnesota Timberwolves,106,Houston Rockets,129,Box Score,,18315,
Thu Mar 20 2014,10:00 pm,Washington Wizards,103,Portland Trail Blazers,116,Box Score,,19571,
Fri Mar 21 2014,7:30 pm,New Orleans Pelicans,111,Atlanta Hawks,105,Box Score,,15476,
Fri Mar 21 2014,7:30 pm,Boston Celtics,98,Brooklyn Nets,114,Box Score,,17732,
Fri Mar 21 2014,8:30 pm,Denver Nuggets,106,Dallas Mavericks,122,Box Score,,20188,
Fri Mar 21 2014,7:00 pm,Chicago Bulls,79,Indiana Pacers,91,Box Score,,18165,
Fri Mar 21 2014,10:30 pm,Washington Wizards,117,Los Angeles Lakers,107,Box Score,,18112,
Fri Mar 21 2014,7:30 pm,Memphis Grizzlies,86,Miami Heat,91,Box Score,,20007,
Fri Mar 21 2014,7:00 pm,New York Knicks,93,Philadelphia 76ers,92,Box Score,,12745,
Fri Mar 21 2014,10:00 pm,Detroit Pistons,92,Phoenix Suns,98,Box Score,,18422,
Fri Mar 21 2014,10:00 pm,San Antonio Spurs,99,Sacramento Kings,79,Box Score,,17317,
Fri Mar 21 2014,7:00 pm,Oklahoma City Thunder,119,Toronto Raptors,118,Box Score,2OT,19800,
Sat Mar 22 2014,7:00 pm,Portland Trail Blazers,94,Charlotte Bobcats,124,Box Score,,18706,
Sat Mar 22 2014,8:00 pm,Philadelphia 76ers,81,Chicago Bulls,91,Box Score,,21799,
Sat Mar 22 2014,7:30 pm,Houston Rockets,118,Cleveland Cavaliers,111,Box Score,,19058,
Sat Mar 22 2014,10:30 pm,San Antonio Spurs,99,Golden State Warriors,90,Box Score,,19596,
Sat Mar 22 2014,10:30 pm,Detroit Pistons,103,Los Angeles Clippers,112,Box Score,,19214,
Sat Mar 22 2014,8:00 pm,Indiana Pacers,71,Memphis Grizzlies,82,Box Score,,18119,
Sat Mar 22 2014,8:00 pm,Miami Heat,95,New Orleans Pelicans,105,Box Score,,18185,
Sat Mar 22 2014,9:00 pm,Orlando Magic,88,Utah Jazz,89,Box Score,,19228,
Sun Mar 23 2014,7:30 pm,Brooklyn Nets,107,Dallas Mavericks,104,Box Score,OT,19603,
Sun Mar 23 2014,5:00 pm,Washington Wizards,102,Denver Nuggets,105,Box Score,,18324,
Sun Mar 23 2014,9:30 pm,Orlando Magic,94,Los Angeles Lakers,103,Box Score,,17803,
Sun Mar 23 2014,3:30 pm,Phoenix Suns,127,Minnesota Timberwolves,120,Box Score,,17866,
Sun Mar 23 2014,7:30 pm,Cleveland Cavaliers,106,New York Knicks,100,Box Score,,19812,
Sun Mar 23 2014,6:00 pm,Milwaukee Bucks,107,Sacramento Kings,124,Box Score,,16341,
Sun Mar 23 2014,1:00 pm,Atlanta Hawks,86,Toronto Raptors,96,Box Score,,18140,
Mon Mar 24 2014,7:30 pm,Phoenix Suns,102,Atlanta Hawks,95,Box Score,,12240,
Mon Mar 24 2014,7:00 pm,Houston Rockets,100,Charlotte Bobcats,89,Box Score,,15511,
Mon Mar 24 2014,8:00 pm,Indiana Pacers,77,Chicago Bulls,89,Box Score,,21803,
Mon Mar 24 2014,10:30 pm,Milwaukee Bucks,98,Los Angeles Clippers,106,Box Score,,19060,
Mon Mar 24 2014,8:00 pm,Minnesota Timberwolves,92,Memphis Grizzlies,109,Box Score,,17784,
Mon Mar 24 2014,7:30 pm,Portland Trail Blazers,91,Miami Heat,93,Box Score,,20030,
Mon Mar 24 2014,8:00 pm,Brooklyn Nets,104,New Orleans Pelicans,109,Box Score,OT,14599,
Mon Mar 24 2014,8:00 pm,Denver Nuggets,96,Oklahoma City Thunder,117,Box Score,,18203,
Mon Mar 24 2014,8:30 pm,Philadelphia 76ers,91,San Antonio Spurs,113,Box Score,,17798,
Mon Mar 24 2014,9:00 pm,Detroit Pistons,114,Utah Jazz,94,Box Score,,17595,
Tue Mar 25 2014,7:00 pm,Toronto Raptors,100,Cleveland Cavaliers,102,Box Score,,15497,
Tue Mar 25 2014,8:00 pm,Oklahoma City Thunder,119,Dallas Mavericks,128,Box Score,OT,19607,
Tue Mar 25 2014,10:30 pm,New York Knicks,96,Los Angeles Lakers,127,Box Score,,18997,
